Test Case: Grip Eraser
Threshold: 0.80
4,0.22,0.00,0.05,0.19,0.06
65,0.16,0.00,0.04,0.17,0.05
125,0.17,0.00,0.05,0.17,0.04
187,0.17,0.00,0.06,0.20,0.06
247,0.17,0.00,0.05,0.18,0.05
308,0.17,0.00,0.05,0.17,0.04
369,0.16,0.00,0.06,0.22,0.10
430,0.15,0.00,0.05,0.19,0.05
491,0.16,0.00,0.05,0.19,0.05
552,0.18,0.00,0.06,0.20,0.07
613,0.20,0.00,0.05,0.20,0.07
674,0.20,0.00,0.06,0.13,0.08
734,0.18,0.00,0.06,0.17,0.09
796,0.14,0.00,0.05,0.10,0.06
856,0.12,0.00,0.06,0.08,0.09
918,0.12,0.00,0.06,0.10,0.08
978,0.12,0.00,0.07,0.10,0.06
1040,0.13,0.00,0.07,0.18,0.10
1100,0.14,0.00,0.07,0.21,0.09
1161,0.16,0.00,0.06,0.29,0.09
1222,0.20,0.00,0.08,0.25,0.05
1282,0.19,0.00,0.06,0.18,0.06
1344,0.19,0.00,0.07,0.13,0.04
1404,0.20,0.00,0.07,0.22,0.05
1466,0.19,0.00,0.07,0.14,0.06
1527,0.20,0.00,0.06,0.22,0.05
1587,0.20,0.00,0.08,0.15,0.08
1649,0.19,0.00,0.06,0.12,0.09
1709,0.19,0.00,0.06,0.06,0.06
1771,0.19,0.00,0.07,0.13,0.11
1831,0.18,0.00,0.05,0.11,0.10
1893,0.19,0.00,0.05,0.14,0.07
1953,0.19,0.00,0.06,0.15,0.07
2014,0.17,0.00,0.05,0.16,0.06
2075,0.16,0.00,0.06,0.01,0.03
2136,0.16,0.00,0.07,0.00,0.07
2197,0.16,0.00,0.05,0.13,0.07
2258,0.17,0.00,0.06,0.16,0.13
2319,0.16,0.00,0.06,0.14,0.07
2380,0.16,0.00,0.01,0.05,0.10
2440,0.17,0.00,0.01,0.09,0.11
2502,0.17,0.00,0.00,0.09,0.09
2562,0.17,0.00,0.00,0.07,0.07
2624,0.18,0.00,0.01,0.11,0.10
2684,0.18,0.00,0.02,0.10,0.09
2746,0.17,0.00,0.01,0.10,0.08
2806,0.17,0.00,0.02,0.14,0.05
2867,0.15,0.00,0.02,0.12,0.07
2928,0.10,0.01,0.02,0.10,0.10
2989,0.04,0.01,0.05,0.08,0.12
3050,0.09,0.01,0.05,0.15,0.09
3111,0.09,0.01,0.03,0.10,0.08
3173,0.16,0.01,0.05,0.02,0.09
3233,0.11,0.01,0.05,0.07,0.05
3294,0.13,0.01,0.01,0.13,0.02
3355,0.17,0.03,0.05,0.02,0.04
3416,0.15,0.00,0.04,0.09,0.06
3477,0.04,0.01,0.02,0.12,0.05
3538,0.10,0.01,0.01,0.12,0.14
3599,0.10,0.02,0.00,0.04,0.14
3660,0.15,0.02,0.00,0.10,0.11
3720,0.13,0.03,0.03,0.03,0.13
3782,0.14,0.00,0.02,0.07,0.11
3842,0.20,0.03,0.03,0.11,0.09
3904,0.12,0.05,0.03,0.09,0.07
3964,0.13,0.05,0.03,0.06,0.07
4026,0.13,0.05,0.03,0.03,0.07
4086,0.14,0.05,0.01,0.07,0.07
4147,0.08,0.04,0.04,0.13,0.05
4208,0.06,0.05,0.06,0.04,0.08
4269,0.08,0.05,0.03,0.09,0.07
4330,0.05,0.01,0.00,0.10,0.05
4391,0.08,0.02,0.02,0.08,0.08
4452,0.12,0.02,0.01,0.06,0.06
4513,0.12,0.01,0.02,0.02,0.03
4573,0.15,0.02,0.00,0.03,0.05
4635,0.12,0.04,0.05,0.03,0.09
